doc_id,travel_sponsor,sponsors_cleaned,sponsor
500023343,"The Korea Society, Former Members of Congress",U.S. Association Of Former Members Of Congress; The Korea Society,U.S. Association of Former Members of Congress
500023343,"The Korea Society, Former Members of Congress",U.S. Association Of Former Members Of Congress; The Korea Society,The Korea Society
500023344,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Iowa Renewable Fuels Association
500023344,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Clean Fuels Alliance Foundation
500023344,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Renewable Fuels Association
500023344,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Iowa Corn Growers Association
500023345,Leadership Idaho Agriculture Foundation,Leadership Idaho Agriculture Foundation,Leadership Idaho Agriculture Foundation
500023346,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Iowa Renewable Fuels Association
500023346,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Clean Fuels Alliance Foundation
500023346,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Renewable Fuels Association
500023346,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Iowa Corn Growers Association
500023347,Bipartisan Policy Center,Bipartisan Policy Center,Bipartisan Policy Center
500023348,Foundation for Rural Services,Foundation For Rural Service,Foundation for Rural Service
500023349,Leadership Idaho Agriculture Foundation,Leadership Idaho Agriculture Foundation,Leadership Idaho Agriculture Foundation
500023350,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Iowa Renewable Fuels Association
500023350,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Clean Fuels Alliance Foundation
500023350,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Renewable Fuels Association
500023350,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Iowa Corn Growers Association
500023351,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Iowa Renewable Fuels Association
500023351,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Clean Fuels Alliance Foundation
500023351,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Renewable Fuels Association
500023351,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Iowa Corn Growers Association
500023352,Leadership Idaho Agriculture Foundation,Leadership Idaho Agriculture Foundation,Leadership Idaho Agriculture Foundation
500023353,The Humpty Dumpty Institute,Humpty Dumpty Institute,Humpty Dumpty Institute
500023354,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Iowa Renewable Fuels Association
500023354,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Clean Fuels Alliance Foundation
500023354,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Renewable Fuels Association
500023354,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Iowa Corn Growers Association
500023356,Humpty Dumpty Institute American Charity Fund for Helping the Children of Pridestrovie (Transnistria,Humpty Dumpty Institute;american Charity Fund For Helping The Children Of Pridestrovie (transnistria,Humpty Dumpty Institute
500023356,Humpty Dumpty Institute American Charity Fund for Helping the Children of Pridestrovie (Transnistria,Humpty Dumpty Institute;american Charity Fund For Helping The Children Of Pridestrovie (transnistria,American Charity Fund for Helping the Children of Pridestrovie
500023357,Foundation for Rural Service,Foundation For Rural Service,Foundation for Rural Service
500023358,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Iowa Renewable Fuels Association
500023358,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Clean Fuels Alliance Foundation
500023358,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Renewable Fuels Association
500023358,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Iowa Corn Growers Association
500023359,Congressional Institute,Congressional Institute,Congressional Institute
500023360,Foundation for Rural Service,Foundation For Rural Service,Foundation for Rural Service
500023361,Congressional Institute,Congressional Institute,Congressional Institute
500023362,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Iowa Renewable Fuels Association
500023362,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Clean Fuels Alliance Foundation
500023362,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Renewable Fuels Association
500023362,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Iowa Corn Growers Association
500023363,Foundation for Rural Services,Foundation For Rural Service,Foundation for Rural Service
500023364,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Iowa Renewable Fuels Association
500023364,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Clean Fuels Alliance Foundation
500023364,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Renewable Fuels Association
500023364,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Iowa Corn Growers Association
500023366,Red River Valley Sugarbeet Education Foundation,Red River Valley Sugarbeet Education Foundation,Red River Valley Sugarbeet Education Foundation
500023367,Louisiana Farm Bureau Federation,Louisiana Farm Bureau Federation,Louisiana Farm Bureau Federation
500023369,Foundation for Rural Service,Foundation For Rural Service,Foundation for Rural Service
500023370,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Iowa Renewable Fuels Association
500023370,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Clean Fuels Alliance Foundation
500023370,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Renewable Fuels Association
500023370,Iowa Renewable Fuels Association National Biodiesel Foundation Renewable Fuels Foundation Iowa Corn,Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Iowa Corn Growers Association
500023372,The Foundation for Rural Service,The Foundation for Rural Service,Foundation for Rural Service
500023373,Iowa Renewable Fuels Association,Iowa Renewable Fuels Association,Iowa Renewable Fuels Association
500023374,Congressional Institute,Congressional Institute,Congressional Institute
500023375,CRES Forum,CRES Forum,CRES Forum
500023376,Red River Sugarbeet Education Foundation Red River Valley Sugarbeet Growers Association,Red River Sugarbeet Education Foundation;Red River Valley Sugarbeet Growers Association,Red River Valley Sugarbeet Education Foundation
500023376,Red River Sugarbeet Education Foundation Red River Valley Sugarbeet Growers Association,Red River Sugarbeet Education Foundation;Red River Valley Sugarbeet Growers Association,Red River Valley Sugarbeet Growers Association
500023377,Iowa Renewable Fuels Association,Iowa Renewable Fuels Association,Iowa Renewable Fuels Association
500023379,Citizens for Responsible Energy Solutions,Citizens For Responsible Energy Solutions,Citizens for Responsible Energy Solutions
500023380,CRES Forum,CRES Forum,CRES Forum
500023382,CRES Forum,CRES Forum,CRES Forum
500023383,Louisiana Farm Bureau Federation,Louisiana Farm Bureau Federation,Louisiana Farm Bureau Federation
500023384,Congressional Institute,Congressional Institute,Congressional Institute
500023385,The Foundation for Rural Service,The Foundation for Rural Service,Foundation for Rural Service
500023386,CRES Forum,CRES Forum,CRES Forum
500023387,The Aspen Institute,Aspen Institute,The Aspen Institute
500023388,Leadership Idaho Agriculture Foundation,Leadership Idaho Agriculture Foundation,Leadership Idaho Agriculture Foundation
500023389,Growmark Inc.,Growmark,Growmark
500023390,The Foundation for Rural Service,The Foundation for Rural Service,Foundation for Rural Service
500023391,CRES Forum,CRES Forum,CRES Forum
500023392,Bipartisan Policy Center,Bipartisan Policy Center,Bipartisan Policy Center
500023395,CRES Forum,CRES Forum,CRES Forum
500023396,CRES Forum,CRES Forum,CRES Forum
500023400,Red River Sugarbeet Education Foundation Red River Valley Sugarbeet Growers Association,Red River Sugarbeet Education Foundation;Red River Valley Sugarbeet Growers Association,Red River Valley Sugarbeet Education Foundation
500023400,Red River Sugarbeet Education Foundation Red River Valley Sugarbeet Growers Association,Red River Sugarbeet Education Foundation;Red River Valley Sugarbeet Growers Association,Red River Valley Sugarbeet Growers Association
500023401,CRES Forum,CRES Forum,CRES Forum
500023402,CRES Forum,CRES Forum,CRES Forum
500023403,CRES Forum,CRES Forum,CRES Forum
500023404,Red River Sugarbeet Education Foundation Red River Valley Sugarbeet Growers Association,Red River Sugarbeet Education Foundation;Red River Valley Sugarbeet Growers Association,Red River Valley Sugarbeet Education Foundation
500023404,Red River Sugarbeet Education Foundation Red River Valley Sugarbeet Growers Association,Red River Sugarbeet Education Foundation;Red River Valley Sugarbeet Growers Association,Red River Valley Sugarbeet Growers Association
500023405,Heritage Foundation,Heritage Foundation,Heritage Foundation
500023406,U.S. Georgia Friendship Association Melory Tsipouria,U.S. Georgia Friendship Association;Melory Tsipouria,U.S. Georgia Friendship Association
500023406,U.S. Georgia Friendship Association Melory Tsipouria,U.S. Georgia Friendship Association;Melory Tsipouria,Melory Tsipouria
500023407,Bipartisan Policy Center,Bipartisan Policy Center,Bipartisan Policy Center
500023408,Bipartisan Policy Center,Bipartisan Policy Center,Bipartisan Policy Center
500023409,Bipartisan Policy Center,Bipartisan Policy Center,Bipartisan Policy Center
500023412,CRES Forum,CRES Forum,CRES Forum
500023413,CRES Forum,CRES Forum,CRES Forum
500023414,Congressional Institute,Congressional Institute,Congressional Institute
500023415,"Kyiv, Ukraine",Ukrainian National Prayer Breakfast Organizing Committee,Ukrainian National Prayer Breakfast Organizing Committee
500023416,U.S. Georgia Friendship Association Melory Tsipouria,U.S. Georgia Friendship Association;Melory Tsipouria,U.S. Georgia Friendship Association
500023416,U.S. Georgia Friendship Association Melory Tsipouria,U.S. Georgia Friendship Association;Melory Tsipouria,Melory Tsipouria
500023417,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500023417,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500023417,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500023418,CRES Forum,CRES Forum,CRES Forum
500023419,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500023419,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500023419,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500023420,Republican Mainstreet Partnership,Republican MainStreet Partnership,Republican MainStreet Partnership
500023421,National Prayer Breakfast of Ukrain,National Prayer Breakfast Of Ukraine,Ukrainian National Prayer Breakfast Organizing Committee
500023422,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500023422,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500023422,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500023423,Republican Main Street Partnership,Republican MainStreet Partnership,Republican MainStreet Partnership
500023424,U.S. Georgia Friendship Association Melory Tsipouria,U.S. Georgia Friendship Association;Melory Tsipouria,U.S. Georgia Friendship Association
500023424,U.S. Georgia Friendship Association Melory Tsipouria,U.S. Georgia Friendship Association;Melory Tsipouria,Melory Tsipouria
500023425,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500023425,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500023425,Aspen Institute Democracy Fund Henry Luce Foundation Rockefeller Brothers Fund,Aspen Institute;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500023426,U.S. Georgia Friendship Association Melory Tsipouria,U.S. Georgia Friendship Association;Melory Tsipouria,U.S. Georgia Friendship Association
500023426,U.S. Georgia Friendship Association Melory Tsipouria,U.S. Georgia Friendship Association;Melory Tsipouria,Melory Tsipouria
500023427,Republican Main Street Partnership,Republican MainStreet Partnership,Republican MainStreet Partnership
500023428,Bipartisan Policy Center,Bipartisan Policy Center,Bipartisan Policy Center
500023429,The Aspen Institute Inc (Congressional Program),Aspen Institute,The Aspen Institute
500023430,The Foundation for Rural Service,The Foundation for Rural Service,Foundation for Rural Service
500023431,Aspen Institute Inc. Rockefeller Brothers Fund The Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500023431,Aspen Institute Inc. Rockefeller Brothers Fund The Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500023431,Aspen Institute Inc. Rockefeller Brothers Fund The Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500023431,Aspen Institute Inc. Rockefeller Brothers Fund The Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500023432,United Nations Foundation,United Nations Foundation,United Nations Foundation
500023433,CRES Forum,CRES Forum,CRES Forum
500023434,Aspen Institute Inc Rockefeller Brothers Fund The Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500023434,Aspen Institute Inc Rockefeller Brothers Fund The Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500023434,Aspen Institute Inc Rockefeller Brothers Fund The Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500023434,Aspen Institute Inc Rockefeller Brothers Fund The Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500023435,United Nations Foundation,United Nations Foundation,United Nations Foundation
500023436,Aspen Institute lnc. Rockefeller Brothers Fund Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500023436,Aspen Institute lnc. Rockefeller Brothers Fund Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500023436,Aspen Institute lnc. Rockefeller Brothers Fund Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500023436,Aspen Institute lnc. Rockefeller Brothers Fund Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500023437,Republican Main Street Partnership,Republican MainStreet Partnership,Republican MainStreet Partnership
500023439,Congressional Institute,Congressional Institute,Congressional Institute
500023452,International Conservative Cacus Foundation Halo Trust,International Conservation Caucus Foundation;The Halo Trust,International Conservation Caucus Foundation
500023452,International Conservative Cacus Foundation Halo Trust,International Conservation Caucus Foundation;The Halo Trust,The Halo Trust
500023453,Aspen Institute Rockefeller Brothers Fund Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500023453,Aspen Institute Rockefeller Brothers Fund Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500023453,Aspen Institute Rockefeller Brothers Fund Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500023453,Aspen Institute Rockefeller Brothers Fund Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500023454,Aspen Institute Rockefeller Brothers Fund Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500023454,Aspen Institute Rockefeller Brothers Fund Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500023454,Aspen Institute Rockefeller Brothers Fund Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500023454,Aspen Institute Rockefeller Brothers Fund Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500023456,Aspen Institute Rockefeller Brothers Fund Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500023456,Aspen Institute Rockefeller Brothers Fund Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500023456,Aspen Institute Rockefeller Brothers Fund Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500023456,Aspen Institute Rockefeller Brothers Fund Henry Luce Foundation Democracy Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500023457,United Nations Foundation,United Nations Foundation,United Nations Foundation
500023458,Republican MainStreet Partnership,Republican MainStreet Partnership,Republican MainStreet Partnership
500023459,"Iowa Renewable, Fuels Association, National Biodiesel Foundation, Renewable Fuels Foundation, Iowa C",Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Iowa Renewable Fuels Association
500023459,"Iowa Renewable, Fuels Association, National Biodiesel Foundation, Renewable Fuels Foundation, Iowa C",Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Clean Fuels Alliance Foundation
500023459,"Iowa Renewable, Fuels Association, National Biodiesel Foundation, Renewable Fuels Foundation, Iowa C",Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Renewable Fuels Association
500023459,"Iowa Renewable, Fuels Association, National Biodiesel Foundation, Renewable Fuels Foundation, Iowa C",Iowa Renewable Fuels Association;National Biodiesel Foundation;Renewable Fuels Foundation; Iowa Corn Growers Association,Iowa Corn Growers Association
500023460,Republican Main Street Partnership,Republican MainStreet Partnership,Republican MainStreet Partnership
500023461,United Nations Foundation,United Nations Foundation,United Nations Foundation
500023462,United Nations Foundation,United Nations Foundation,United Nations Foundation
500023463,Global Women's Innovation Network,Global Women's Innovation Network,Global Women's Innovation Network
500023464,Global Women's Innovation Network,Global Women's Innovation Network,Global Women's Innovation Network
500023470,Global Women's Innovation Network,Global Women's Innovation Network,Global Women's Innovation Network
500023471,Global Women's Innovation Network,Global Women's Innovation Network,Global Women's Innovation Network
500023473,Global Women's Innovation Network,Global Women's Innovation Network,Global Women's Innovation Network
500023474,Bipartisan Policy Center,Bipartisan Policy Center,Bipartisan Policy Center
500023475,Congressional Institute,Congressional Institute,Congressional Institute
500023476,Congressional Institute,Congressional Institute,Congressional Institute
500023477,Congressional Institute,Congressional Institute,Congressional Institute
500023478,Global Women's Innovation Network,Global Women's Innovation Network,Global Women's Innovation Network
500023479,Congressional Institute,Congressional Institute,Congressional Institute
500023480,Congressional Institute,Congressional Institute,Congressional Institute
500023481,Congressional Institute,Congressional Institute,Congressional Institute
500023482,Congressional Institute,Congressional Institute,Congressional Institute
500023484,Congressional Institute,Congressional Institute,Congressional Institute
500023485,Congressional Institute,Congressional Institute,Congressional Institute
500023486,Congressional Institute,Congressional Institute,Congressional Institute
500023487,The Ripon Society and The Franklin Cente,Ripon Society;Franklin Center For Global Policy Exchange,Ripon Society
500023487,The Ripon Society and The Franklin Cente,Ripon Society;Franklin Center For Global Policy Exchange,Franklin Center for Global Policy Exchange
500023488,Congressional Institute,Congressional Institute,Congressional Institute
500023489,Congressional Institute,Congressional Institute,Congressional Institute
500023490,Congressional Institute,Congressional Institute,Congressional Institute
500023491,Congressional Institute,Congressional Institute,Congressional Institute
500023492,Congressional Institute,Congressional Institute,Congressional Institute
500023493,Congressional Institute,Congressional Institute,Congressional Institute
500023494,Congressional Institute,Congressional Institute,Congressional Institute
500023495,Congressional Institute,Congressional Institute,Congressional Institute
500023496,Congressional Institute,Congressional Institute,Congressional Institute
500023497,Congressional Institute,Congressional Institute,Congressional Institute
500023498,Congressional Institute,Congressional Institute,Congressional Institute
500023499,Congressional Institute,Congressional Institute,Congressional Institute
500023502,Congressional Institute,Congressional Institute,Congressional Institute
500023503,Congressional Institute,Congressional Institute,Congressional Institute
500023504,Congressional Institute,Congressional Institute,Congressional Institute
500023505,Congressional Institute,Congressional Institute,Congressional Institute
500023507,Congressional Institute,Congressional Institute,Congressional Institute
500023508,Congressional Institute,Congressional Institute,Congressional Institute
500023509,Congressional Institute,Congressional Institute,Congressional Institute
500023510,South Florida Agricultural Foundation,"South Florida Agricultural Foundation, Inc.","South Florida Agricultural Foundation, Inc."
500023512,Congressional Institute,Congressional Institute,Congressional Institute
500023513,Congressional Institute,Congressional Institute,Congressional Institute
500023514,South Florida Agriculture Foundation,"South Florida Agricultural Foundation, Inc.","South Florida Agricultural Foundation, Inc."
500023515,Congressional Institute,Congressional Institute,Congressional Institute
500023516,Congressional Institute,Congressional Institute,Congressional Institute
500023517,"South Florida Agricultural Foundation, Inc.","South Florida Agricultural Foundation, Inc.","South Florida Agricultural Foundation, Inc."
500023518,Congressional Institute,Congressional Institute,Congressional Institute
500023519,Congressional Institute,Congressional Institute,Congressional Institute
500023520,Congressional Institute,Congressional Institute,Congressional Institute
500023521,Congressional Institute,Congressional Institute,Congressional Institute
500023522,Congressional Institute,Congressional Institute,Congressional Institute
500023523,Congressional Institute,Congressional Institute,Congressional Institute
500023524,Congressional Institute,Congressional Institute,Congressional Institute
500023525,Congressional Institute,Congressional Institute,Congressional Institute
500023526,Congressional Institute,Congressional Institute,Congressional Institute
500023527,Congressional Institute,Congressional Institute,Congressional Institute
500023529,Global Women's Innovation Network,Global Women's Innovation Network,Global Women's Innovation Network
500023531,Congressional Institute,Congressional Institute,Congressional Institute
500023532,Congressional Institute,Congressional Institute,Congressional Institute
500023533,"South Florida Agricultural Foundation, Inc.","South Florida Agricultural Foundation, Inc.","South Florida Agricultural Foundation, Inc."
500023534,Congressional Institute,Congressional Institute,Congressional Institute
500023535,Congressional Institute,Congressional Institute,Congressional Institute
500023536,Congressional Institute,Congressional Institute,Congressional Institute
500023537,Bipartisan Policy Center,Bipartisan Policy Center,Bipartisan Policy Center
500023538,Congressional Institute,Congressional Institute,Congressional Institute
500023539,Congressional Institute,Congressional Institute,Congressional Institute
500023540,Congressional Institute,Congressional Institute,Congressional Institute
